week,industry,report_count,methods,n_methods,severity_score
2015-08-10,Fruit/Fruit Prod,2,cusum,1,5.417
2010-06-21,Ice Cream Prod,4,zscore,1,5.416
2004-08-02,Vegetables/Vegetable Products,9,zscore,1,5.416
2010-01-25,Soup,4,zscore,1,5.416
2017-06-12,Vit/Min/Prot/Unconv Diet(Human/Animal),17,cusum,1,5.399
2004-02-16,Candy W/O Choc/Special/Chew Gum,3,cusum,1,5.388
2014-05-05,Whole Grain/Milled Grain Prod/Starch,1,cusum,1,5.384
2016-07-25,Cereal Prep/Breakfast Food,3,cusum,1,5.379
2013-06-24,Vit/Min/Prot/Unconv Diet(Human/Animal),274,zscore,1,5.369
2016-12-12,Ice Cream Prod,5,zscore,1,5.36
2015-09-07,Choc/Cocoa Prod,5,zscore,1,5.36
2010-10-04,Dietary Conv Food/Meal Replacements,13,zscore,1,5.358
2009-07-13,Nuts/Edible Seed,11,cusum,1,5.32
2010-10-04,Vit/Min/Prot/Unconv Diet(Human/Animal),126,zscore,1,5.316
2015-12-07,Mult Food Dinner/Grav/Sauce/Special,2,cusum,1,5.315
2014-06-09,Soft Drink/Water,10,zscore,1,5.309
2008-06-30,Nuts/Edible Seed,1,cusum,1,5.308
2007-08-27,Soft Drink/Water,5,cusum,1,5.292
2015-11-02,Ice Cream Prod,2,cusum,1,5.273
2011-11-07,Fruit/Fruit Prod,12,zscore,1,5.251
2012-08-27,Dietary Conv Food/Meal Replacements,13,zscore,1,5.23
2014-04-14,Nuts/Edible Seed,12,zscore,1,5.22
2016-10-31,Bakery Prod/Dough/Mix/Icing,11,zscore,1,5.204
2016-05-09,Baby Food Prod,5,zscore,1,5.191
2007-08-13,Milk/Butter/Dried Milk Prod,5,zscore,1,5.191
2011-09-05,Dietary Conv Food/Meal Replacements,2,cusum,1,5.154
2010-11-29,Egg/Egg Prod,1,cusum,1,5.132
2008-05-26,Vegetables/Vegetable Products,16,zscore,1,5.106
2014-06-09,Vit/Min/Prot/Unconv Diet(Human/Animal),164,cusum,1,5.076
2012-01-09,Dietary Conv Food/Meal Replacements,8,zscore,1,5.052
2014-09-29,Fishery/Seafood Prod,13,zscore,1,5.044
2015-07-13,Fishery/Seafood Prod,11,zscore,1,5.02
2005-10-24,Food Additives (Human Use),1,cusum,1,5.02
2007-08-13,Cheese/Cheese Prod,4,zscore,1,5.017
2011-03-21,Cheese/Cheese Prod,4,zscore,1,5.017
2009-01-19,Choc/Cocoa Prod,4,zscore,1,5.017
2004-01-26,Cereal Prep/Breakfast Food,7,zscore,1,5.0
2015-03-16,Fruit/Fruit Prod,13,zscore,1,4.999
2013-07-29,"Meat, Meat Products and Poultry",1,cusum,1,4.985
2012-02-13,Cosmetics,26,zscore,1,4.982
2005-08-29,Dressing/Condiment,1,cusum,1,4.97
2016-03-14,Soft Drink/Water,11,zscore,1,4.962
2006-09-18,Vegetables/Vegetable Products,14,zscore,1,4.96
2010-06-14,Cheese/Cheese Prod,1,cusum,1,4.957
2015-02-09,Cosmetics,25,cusum,1,4.954
2015-04-20,Cosmetics,156,cusum,1,4.948
2007-01-29,Nuts/Edible Seed,4,zscore,1,4.907
2010-10-11,"Meat, Meat Products and Poultry",4,zscore,1,4.907
2011-02-21,Cereal Prep/Breakfast Food,8,zscore,1,4.888
2010-03-08,Dietary Conv Food/Meal Replacements,8,zscore,1,4.888
2016-08-22,Nuts/Edible Seed,8,zscore,1,4.888
2009-11-16,Fruit/Fruit Prod,12,zscore,1,4.866
2013-08-26,Dietary Conv Food/Meal Replacements,9,zscore,1,4.864
2014-06-23,Milk/Butter/Dried Milk Prod,1,cusum,1,4.839
2015-11-09,Ice Cream Prod,3,cusum,1,4.81
2009-07-13,Ice Cream Prod,5,cusum,1,4.805
2012-03-05,Beverage Bases/Conc/Nectar,1,cusum,1,4.799
2011-07-11,Fruit/Fruit Prod,7,cusum,1,4.798
2005-10-24,Dressing/Condiment,1,cusum,1,4.796
2004-07-19,Cosmetics,107,zscore,1,4.743
2004-09-06,Candy W/O Choc/Special/Chew Gum,2,cusum,1,4.734
2012-01-30,Snack Food Item,6,zscore,1,4.71
2008-09-08,Cheese/Cheese Prod,3,zscore,1,4.71
2015-05-25,Dressing/Condiment,3,zscore,1,4.71
2006-05-22,Macaroni/Noodle Prod,3,zscore,1,4.71
2010-03-22,Prep Salad Prod,3,zscore,1,4.71
2004-11-22,Soup,3,zscore,1,4.71
2009-03-16,Soup,3,zscore,1,4.71
2016-10-24,Filled Milk/Imit Milk Prod,3,zscore,1,4.71
2013-05-06,Beverage Bases/Conc/Nectar,3,zscore,1,4.71
2015-02-09,Beverage Bases/Conc/Nectar,3,zscore,1,4.71
2009-06-22,Choc/Cocoa Prod,1,cusum,1,4.701
2012-07-30,Baby Food Prod,11,zscore,1,4.694
2014-07-14,Choc/Cocoa Prod,4,zscore,1,4.693
2007-07-09,Vegetables/Vegetable Products,10,zscore,1,4.693
2006-12-18,Prep Salad Prod,4,zscore,1,4.693
2015-11-02,Vit/Min/Prot/Unconv Diet(Human/Animal),140,cusum,1,4.655
2013-07-29,Vegetables/Vegetable Products,15,zscore,1,4.655
2013-09-09,Dietary Conv Food/Meal Replacements,5,cusum,1,4.654
2009-03-23,Ice Cream Prod,6,cusum,1,4.645
2009-07-20,Nuts/Edible Seed,9,cusum,1,4.63
2014-06-02,Vit/Min/Prot/Unconv Diet(Human/Animal),80,cusum,1,4.624
2016-04-11,Coffee/Tea,5,zscore,1,4.612
2016-05-09,Vegetables/Vegetable Products,16,zscore,1,4.593
2011-05-02,Baby Food Prod,1,cusum,1,4.574
2010-05-17,Bakery Prod/Dough/Mix/Icing,2,cusum,1,4.574
2012-09-24,"Spices, Flavors And Salts",2,cusum,1,4.574
2015-10-26,Vit/Min/Prot/Unconv Diet(Human/Animal),118,cusum,1,4.571
2011-09-12,Dietary Conv Food/Meal Replacements,4,cusum,1,4.548
2015-05-11,Cosmetics,11,cusum,1,4.546
2004-03-22,Fishery/Seafood Prod,14,zscore,1,4.546
2012-09-10,Vegetable Protein Prod,5,cusum,1,4.538
2010-08-09,Cereal Prep/Breakfast Food,6,zscore,1,4.535
2006-04-24,Soft Drink/Water,14,zscore,1,4.534
2013-02-04,Vegetables/Vegetable Products,10,zscore,1,4.528
2013-07-22,Cheese/Cheese Prod,1,cusum,1,4.525
2011-01-10,Coffee/Tea,6,zscore,1,4.519
2016-09-26,Fishery/Seafood Prod,10,zscore,1,4.519
2014-06-16,Vit/Min/Prot/Unconv Diet(Human/Animal),98,cusum,1,4.518
2004-11-15,Cosmetics,22,zscore,1,4.512
2007-09-24,Soft Drink/Water,4,cusum,1,4.507
2013-08-05,Vit/Min/Prot/Unconv Diet(Human/Animal),153,cusum,1,4.5
2012-02-27,Vit/Min/Prot/Unconv Diet(Human/Animal),165,zscore,1,4.482
2012-05-21,Vegetables/Vegetable Products,13,zscore,1,4.474
2013-07-29,Cheese/Cheese Prod,3,cusum,1,4.467
2013-07-22,Nuts/Edible Seed,6,zscore,1,4.445
2012-09-17,Soft Drink/Water,7,zscore,1,4.433
2008-02-25,Whole Grain/Milled Grain Prod/Starch,4,zscore,1,4.424
2014-01-27,Cosmetics,14,zscore,1,4.412
2009-08-24,Fruit/Fruit Prod,3,cusum,1,4.41
2013-08-05,Vegetables/Vegetable Products,22,zscore,1,4.409
2012-12-03,Coffee/Tea,6,zscore,1,4.403
2007-02-26,Mult Food Dinner/Grav/Sauce/Special,6,zscore,1,4.403
2014-12-08,Vegetables/Vegetable Products,5,zscore,1,4.387
2011-07-18,Fruit/Fruit Prod,6,cusum,1,4.383
2007-10-29,Bakery Prod/Dough/Mix/Icing,11,zscore,1,4.372
2006-10-09,Vegetables/Vegetable Products,26,zscore,1,4.362
2017-03-06,Nuts/Edible Seed,7,zscore,1,4.349
2009-07-20,Ice Cream Prod,3,cusum,1,4.343
2014-02-17,Fishery/Seafood Prod,1,cusum,1,4.343
2014-09-22,Milk/Butter/Dried Milk Prod,7,zscore,1,4.329
2015-11-16,Baby Food Prod,9,zscore,1,4.312
2011-05-02,Milk/Butter/Dried Milk Prod,5,zscore,1,4.312
2007-09-03,Soft Drink/Water,4,cusum,1,4.311
2007-08-06,Snack Food Item,5,zscore,1,4.309
2012-03-05,Cereal Prep/Breakfast Food,5,zscore,1,4.309
2012-07-16,Gelatin/Rennet/Pudding Mix/Pie Filling,1,cusum,1,4.298
2005-07-04,Ice Cream Prod,5,zscore,1,4.282
2006-08-14,Ice Cream Prod,5,zscore,1,4.282
2012-03-05,Ice Cream Prod,5,zscore,1,4.282
2010-07-12,Soft Drink/Water,10,zscore,1,4.282
2013-11-25,Egg/Egg Prod,1,cusum,1,4.266
2005-06-27,Food Additives (Human Use),2,cusum,1,4.251
2015-08-24,Fruit/Fruit Prod,3,cusum,1,4.247
2005-02-28,Macaroni/Noodle Prod,1,cusum,1,4.242
2007-07-16,Fishery/Seafood Prod,8,zscore,1,4.238
2011-06-27,Fruit/Fruit Prod,12,zscore,1,4.233
2017-01-09,Baby Food Prod,7,zscore,1,4.222
2013-07-29,Vit/Min/Prot/Unconv Diet(Human/Animal),173,cusum,1,4.217
2013-07-22,Food Sweeteners (Nutritive),1,cusum,1,4.216
2014-02-24,"Meat, Meat Products and Poultry",2,cusum,1,4.21
2010-02-15,Fishery/Seafood Prod,15,zscore,1,4.209
2012-03-12,Nuts/Edible Seed,12,zscore,1,4.196
2007-09-24,Vit/Min/Prot/Unconv Diet(Human/Animal),31,zscore,1,4.186
2014-06-23,Vit/Min/Prot/Unconv Diet(Human/Animal),111,cusum,1,4.159
2008-08-11,Baby Food Prod,7,zscore,1,4.146
2009-07-27,Nuts/Edible Seed,11,cusum,1,4.14
2015-02-02,Bakery Prod/Dough/Mix/Icing,11,zscore,1,4.139
2008-08-04,Soft Drink/Water,8,zscore,1,4.131
2012-09-10,Dietary Conv Food/Meal Replacements,9,cusum,1,4.118
2012-03-12,Cereal Prep/Breakfast Food,7,zscore,1,4.099
2014-06-02,Whole Grain/Milled Grain Prod/Starch,1,cusum,1,4.095
2006-01-16,Candy W/O Choc/Special/Chew Gum,4,zscore,1,4.094
2012-09-24,Candy W/O Choc/Special/Chew Gum,4,zscore,1,4.094
2014-12-15,Coffee/Tea,4,zscore,1,4.094
2011-02-21,Dietary Conv Food/Meal Replacements,4,zscore,1,4.094
2013-03-25,Mult Food Dinner/Grav/Sauce/Special,4,zscore,1,4.094
2005-12-05,Nuts/Edible Seed,4,zscore,1,4.094
2009-04-13,Whole Grain/Milled Grain Prod/Starch,4,zscore,1,4.094
2014-07-07,Milk/Butter/Dried Milk Prod,5,cusum,1,4.088
2014-10-27,Fishery/Seafood Prod,18,zscore,1,4.079
2009-03-09,Snack Food Item,4,cusum,1,4.065
2011-07-18,Fishery/Seafood Prod,12,zscore,1,4.051
2013-09-16,Dietary Conv Food/Meal Replacements,4,cusum,1,4.048
2004-07-12,Milk/Butter/Dried Milk Prod,6,zscore,1,4.041
2014-01-13,Prep Salad Prod,1,cusum,1,4.039
2016-05-23,Vit/Min/Prot/Unconv Diet(Human/Animal),152,cusum,1,4.037
2014-08-11,Fruit/Fruit Prod,15,zscore,1,4.026
2005-09-26,Miscellaneous Food Related Items,3,zscore,1,4.025
2005-04-18,Macaroni/Noodle Prod,2,cusum,1,4.016
2015-02-16,Cosmetics,20,cusum,1,4.014
2009-12-28,Vegetables/Vegetable Products,11,zscore,1,3.994
2008-06-23,Fruit/Fruit Prod,14,zscore,1,3.991
2012-09-03,Fishery/Seafood Prod,9,zscore,1,3.977
2011-05-16,Dietary Conv Food/Meal Replacements,8,zscore,1,3.948
2013-06-17,Fruit/Fruit Prod,11,zscore,1,3.939
2013-07-22,Fishery/Seafood Prod,13,zscore,1,3.92
2010-10-18,Milk/Butter/Dried Milk Prod,5,zscore,1,3.888
2016-10-03,Snack Food Item,5,zscore,1,3.888
2015-10-26,Fruit/Fruit Prod,6,zscore,1,3.885
2005-01-24,Vegetables/Vegetable Products,11,zscore,1,3.872
2008-03-24,Vit/Min/Prot/Unconv Diet(Human/Animal),108,zscore,1,3.871
2012-08-06,Candy W/O Choc/Special/Chew Gum,3,zscore,1,3.869
2013-09-16,Candy W/O Choc/Special/Chew Gum,3,zscore,1,3.869
2014-12-08,Coffee/Tea,3,zscore,1,3.869
2008-09-29,Dietary Conv Food/Meal Replacements,3,zscore,1,3.869
2007-09-17,Dressing/Condiment,3,zscore,1,3.869
2008-10-06,Dressing/Condiment,3,zscore,1,3.869
2013-05-13,Food Additives (Human Use),3,zscore,1,3.869
2009-05-11,Macaroni/Noodle Prod,3,zscore,1,3.869
2010-02-01,"Meat, Meat Products and Poultry",3,zscore,1,3.869
2013-08-05,Prep Salad Prod,3,zscore,1,3.869
2009-08-03,Filled Milk/Imit Milk Prod,3,zscore,1,3.869
2010-05-17,Filled Milk/Imit Milk Prod,3,zscore,1,3.869
2010-06-28,Beverage Bases/Conc/Nectar,3,zscore,1,3.869
2013-04-15,Cereal Prep/Breakfast Food,4,zscore,1,3.864
2014-04-21,Coffee/Tea,4,zscore,1,3.864
2014-03-31,Mult Food Dinner/Grav/Sauce/Special,4,zscore,1,3.864
2011-01-24,Food Sweeteners (Nutritive),4,zscore,1,3.864
2009-09-14,Vit/Min/Prot/Unconv Diet(Human/Animal),130,zscore,1,3.851
2011-06-06,Cosmetics,12,zscore,1,3.814
2009-04-20,Milk/Butter/Dried Milk Prod,5,zscore,1,3.795
2015-05-04,Cereal Prep/Breakfast Food,5,zscore,1,3.795
2006-07-24,Snack Food Item,5,zscore,1,3.793
2006-10-02,Choc/Cocoa Prod,5,zscore,1,3.793
2012-10-29,Vit/Min/Prot/Unconv Diet(Human/Animal),186,zscore,1,3.789
2007-08-06,Vegetables/Vegetable Products,16,zscore,1,3.787
2013-07-29,Soft Drink/Water,9,zscore,1,3.782
2006-09-18,Vit/Min/Prot/Unconv Diet(Human/Animal),27,zscore,1,3.768
2010-03-22,Coffee/Tea,6,zscore,1,3.768
2015-08-03,Coffee/Tea,5,zscore,1,3.755
2006-10-23,Soft Drink/Water,12,zscore,1,3.753
2009-06-22,Fruit/Fruit Prod,10,zscore,1,3.718
2004-06-07,Ice Cream Prod,4,zscore,1,3.708
2008-03-31,Ice Cream Prod,4,zscore,1,3.708
2013-11-04,Snack Food Item,4,zscore,1,3.708
2007-12-03,Dressing/Condiment,4,zscore,1,3.708
2016-09-12,Whole Grain/Milled Grain Prod/Starch,4,zscore,1,3.708
2016-02-01,Vegetables/Vegetable Products,10,zscore,1,3.699
2012-02-20,Milk/Butter/Dried Milk Prod,7,zscore,1,3.688
2010-09-06,Fishery/Seafood Prod,7,zscore,1,3.681
2013-06-17,Vit/Min/Prot/Unconv Diet(Human/Animal),184,zscore,1,3.676
2008-09-15,Fishery/Seafood Prod,11,zscore,1,3.673
2008-01-21,Vit/Min/Prot/Unconv Diet(Human/Animal),54,zscore,1,3.668
2011-05-02,Vegetables/Vegetable Products,9,zscore,1,3.639
2007-07-16,Soft Drink/Water,13,zscore,1,3.629
2009-02-09,Cereal Prep/Breakfast Food,10,zscore,1,3.628
2009-03-16,Coffee/Tea,4,zscore,1,3.615
2007-02-19,Mult Food Dinner/Grav/Sauce/Special,4,zscore,1,3.615
2007-01-29,Bakery Prod/Dough/Mix/Icing,6,zscore,1,3.614
2006-08-14,Vegetables/Vegetable Products,6,zscore,1,3.614
2010-07-26,Bakery Prod/Dough/Mix/Icing,6,zscore,1,3.597
2013-03-18,Cosmetics,17,zscore,1,3.586
2012-10-08,Fishery/Seafood Prod,17,zscore,1,3.586
2008-05-26,Milk/Butter/Dried Milk Prod,4,zscore,1,3.582
2006-09-11,Vegetables/Vegetable Products,8,zscore,1,3.569
2013-10-21,Bakery Prod/Dough/Mix/Icing,6,zscore,1,3.546
2006-01-16,Fruit/Fruit Prod,6,zscore,1,3.546
2011-06-27,Coffee/Tea,6,zscore,1,3.546
2014-06-09,Vegetables/Vegetable Products,7,zscore,1,3.546
2015-07-06,Soft Drink/Water,9,zscore,1,3.536
2008-03-03,Fruit/Fruit Prod,9,zscore,1,3.525
2011-08-01,Cosmetics,16,zscore,1,3.524
2016-03-14,Ice Cream Prod,5,zscore,1,3.518
2009-02-09,Nuts/Edible Seed,19,zscore,1,3.509
2004-10-18,Baby Food Prod,6,zscore,1,3.507
2014-08-25,Nuts/Edible Seed,12,zscore,1,3.504
2005-05-23,Soft Drink/Water,10,zscore,1,3.5
2004-11-15,Food Service/Conveyance,3,zscore,1,3.5
2009-05-18,Fruit/Fruit Prod,7,zscore,1,3.497
2016-02-01,Milk/Butter/Dried Milk Prod,6,zscore,1,3.497
2015-04-06,Mult Food Dinner/Grav/Sauce/Special,10,zscore,1,3.48
2009-06-22,Vegetables/Vegetable Products,12,zscore,1,3.465
2017-03-06,Bakery Prod/Dough/Mix/Icing,8,zscore,1,3.444
2005-02-07,Vit/Min/Prot/Unconv Diet(Human/Animal),31,zscore,1,3.44
2011-10-10,Vegetables/Vegetable Products,11,zscore,1,3.427
2016-03-14,Nuts/Edible Seed,11,zscore,1,3.421
2008-03-03,Cosmetics,13,zscore,1,3.412
2010-10-11,Soft Drink/Water,7,zscore,1,3.405
2006-04-24,Baby Food Prod,5,zscore,1,3.385
2008-03-31,Candy W/O Choc/Special/Chew Gum,3,zscore,1,3.385
2016-04-18,Candy W/O Choc/Special/Chew Gum,3,zscore,1,3.385
2006-10-23,Cereal Prep/Breakfast Food,3,zscore,1,3.385
2007-08-13,Coffee/Tea,3,zscore,1,3.385
2011-06-20,Food Additives (Human Use),3,zscore,1,3.385
2012-02-13,Mult Food Dinner/Grav/Sauce/Special,3,zscore,1,3.385
2015-03-23,Mult Food Dinner/Grav/Sauce/Special,3,zscore,1,3.385
2016-04-25,"Spices, Flavors And Salts",3,zscore,1,3.385
2016-08-22,Whole Grain/Milled Grain Prod/Starch,3,zscore,1,3.385
2011-06-27,Beverage Bases/Conc/Nectar,3,zscore,1,3.385
2005-03-07,Snack Food Item,5,zscore,1,3.378
2008-03-10,Snack Food Item,5,zscore,1,3.378
2004-02-02,Vegetables/Vegetable Products,1,zscore,1,3.378
2013-09-16,Bakery Prod/Dough/Mix/Icing,5,zscore,1,3.367
2010-02-22,Vit/Min/Prot/Unconv Diet(Human/Animal),103,zscore,1,3.357
2008-03-10,Soft Drink/Water,11,zscore,1,3.349
2004-02-16,Baby Food Prod,5,zscore,1,3.347
2007-01-15,Fishery/Seafood Prod,9,zscore,1,3.333
2006-04-24,Bakery Prod/Dough/Mix/Icing,7,zscore,1,3.326
2016-07-18,Bakery Prod/Dough/Mix/Icing,8,zscore,1,3.324
2011-06-27,Fishery/Seafood Prod,8,zscore,1,3.324
2016-09-12,Baby Food Prod,6,zscore,1,3.317
2012-04-16,Vit/Min/Prot/Unconv Diet(Human/Animal),178,zscore,1,3.296
2015-02-23,Soft Drink/Water,7,zscore,1,3.293
2009-06-08,Vegetables/Vegetable Products,10,zscore,1,3.288
2005-03-07,Cheese/Cheese Prod,4,zscore,1,3.258
2009-02-16,Dietary Conv Food/Meal Replacements,4,zscore,1,3.258
2005-09-19,Mult Food Dinner/Grav/Sauce/Special,4,zscore,1,3.258
2016-03-21,Fruit/Fruit Prod,7,zscore,1,3.251
2016-01-25,Vegetables/Vegetable Products,7,zscore,1,3.251
2011-09-12,Cosmetics,18,zscore,1,3.217
2012-07-23,Nuts/Edible Seed,6,zscore,1,3.212
2004-03-22,Fruit/Fruit Prod,14,zscore,1,3.205
2011-08-29,Vegetables/Vegetable Products,7,zscore,1,3.203
2015-08-31,Vegetables/Vegetable Products,7,zscore,1,3.203
2011-05-30,Ice Cream Prod,3,zscore,1,3.175
2013-07-08,Cheese/Cheese Prod,3,zscore,1,3.175
2015-05-04,Cheese/Cheese Prod,3,zscore,1,3.175
2016-01-25,Cheese/Cheese Prod,2,zscore,1,3.175
2014-03-03,Choc/Cocoa Prod,2,zscore,1,3.175
2011-01-03,Dressing/Condiment,2,zscore,1,3.175
2011-04-04,Dressing/Condiment,2,zscore,1,3.175
2004-11-08,Fishery/Seafood Prod,11,zscore,1,3.175
2010-07-26,Food Additives (Human Use),2,zscore,1,3.175
2010-11-29,Food Additives (Human Use),2,zscore,1,3.175
2016-08-15,Food Additives (Human Use),2,zscore,1,3.175
2017-01-16,Food Additives (Human Use),2,zscore,1,3.175
2017-06-12,Food Additives (Human Use),2,zscore,1,3.175
2007-05-28,Gelatin/Rennet/Pudding Mix/Pie Filling,2,zscore,1,3.175
2008-09-22,Macaroni/Noodle Prod,2,zscore,1,3.175
2004-05-24,Nuts/Edible Seed,2,zscore,1,3.175
2006-12-11,Nuts/Edible Seed,3,zscore,1,3.175
2006-11-06,Egg/Egg Prod,2,zscore,1,3.175
2007-09-17,"Meat, Meat Products and Poultry",2,zscore,1,3.175
2007-11-26,"Meat, Meat Products and Poultry",2,zscore,1,3.175
2009-05-18,"Meat, Meat Products and Poultry",2,zscore,1,3.175
2014-07-21,"Meat, Meat Products and Poultry",2,zscore,1,3.175
2012-11-26,Prep Salad Prod,2,zscore,1,3.175
2016-04-11,Prep Salad Prod,2,zscore,1,3.175
2016-08-29,Prep Salad Prod,2,zscore,1,3.175
2014-01-13,"Spices, Flavors And Salts",2,zscore,1,3.175
2010-01-11,Vegetable Oils,2,zscore,1,3.175
2011-09-19,Vegetable Oils,2,zscore,1,3.175
2016-03-14,Vegetable Oils,2,zscore,1,3.175
2016-10-10,Vegetable Oils,2,zscore,1,3.175
2006-06-12,Whole Grain/Milled Grain Prod/Starch,2,zscore,1,3.175
2007-04-30,Whole Grain/Milled Grain Prod/Starch,2,zscore,1,3.175
2010-09-27,Whole Grain/Milled Grain Prod/Starch,2,zscore,1,3.175
2012-11-05,Whole Grain/Milled Grain Prod/Starch,3,zscore,1,3.175
2007-01-15,Soup,2,zscore,1,3.175
2009-10-26,Soup,2,zscore,1,3.175
2012-03-12,Soup,2,zscore,1,3.175
2014-07-14,Soup,2,zscore,1,3.175
2016-11-28,Soup,2,zscore,1,3.175
2006-01-30,Filled Milk/Imit Milk Prod,2,zscore,1,3.175
2011-05-16,Filled Milk/Imit Milk Prod,2,zscore,1,3.175
2012-06-18,Filled Milk/Imit Milk Prod,2,zscore,1,3.175
2015-04-06,Food Sweeteners (Nutritive),2,zscore,1,3.175
2017-04-24,Vegetable Protein Prod,2,zscore,1,3.175
2011-07-18,Alcoholic Beverage,2,zscore,1,3.175
2012-12-17,Beverage Bases/Conc/Nectar,2,zscore,1,3.175
2014-09-01,Beverage Bases/Conc/Nectar,2,zscore,1,3.175
2014-03-24,Bakery Prod/Dough/Mix/Icing,6,zscore,1,3.158
2007-06-11,Cosmetics,6,zscore,1,3.158
2009-01-19,Bakery Prod/Dough/Mix/Icing,12,zscore,1,3.157
2016-03-14,Bakery Prod/Dough/Mix/Icing,8,zscore,1,3.146
2013-07-22,Vegetables/Vegetable Products,9,zscore,1,3.146
2009-03-09,Soft Drink/Water,8,zscore,1,3.143
2007-08-13,Candy W/O Choc/Special/Chew Gum,4,zscore,1,3.134
2015-01-05,Vegetables/Vegetable Products,6,zscore,1,3.114
2017-03-27,Fruit/Fruit Prod,11,zscore,1,3.096
2008-10-06,Milk/Butter/Dried Milk Prod,5,zscore,1,3.095
2016-03-21,Snack Food Item,5,zscore,1,3.095
2008-02-18,Cereal Prep/Breakfast Food,5,zscore,1,3.08
2011-10-31,Ice Cream Prod,3,zscore,1,3.075
2012-10-01,Ice Cream Prod,3,zscore,1,3.075
2008-04-21,Milk/Butter/Dried Milk Prod,3,zscore,1,3.075
2007-06-11,Snack Food Item,3,zscore,1,3.075
2013-08-19,Snack Food Item,3,zscore,1,3.075
2013-08-26,Nuts/Edible Seed,7,zscore,1,3.075
2014-03-31,Cereal Prep/Breakfast Food,4,zscore,1,3.048
2012-04-16,Choc/Cocoa Prod,4,zscore,1,3.048
2012-10-01,Fishery/Seafood Prod,12,zscore,1,3.034
2005-03-14,Snack Food Item,6,zscore,1,3.025
2015-09-28,Vit/Min/Prot/Unconv Diet(Human/Animal),294,zscore,1,3.02
2006-05-22,Vegetables/Vegetable Products,4,zscore,1,3.019
2004-08-09,Filled Milk/Imit Milk Prod,2,zscore,1,3.015
2012-11-12,Choc/Cocoa Prod,4,zscore,1,3.004
2013-11-18,Coffee/Tea,4,zscore,1,3.004
2004-01-26,Fishery/Seafood Prod,5,zscore,1,3.0
2016-07-25,Baby Food Prod,5,zscore,1,2.997
2010-10-04,Cosmetics,7,zscore,1,2.997
2010-08-16,Fruit/Fruit Prod,7,zscore,1,2.997
2015-03-09,Fruit/Fruit Prod,7,zscore,1,2.997
2014-09-15,Snack Food Item,4,zscore,1,2.997
2006-08-28,Coffee/Tea,4,zscore,1,2.997
2013-08-26,Coffee/Tea,4,zscore,1,2.997
2009-06-08,Mult Food Dinner/Grav/Sauce/Special,4,zscore,1,2.997
2010-11-08,Fruit/Fruit Prod,10,zscore,1,2.99
2008-08-18,Coffee/Tea,4,zscore,1,2.985
2005-08-22,Fishery/Seafood Prod,10,zscore,1,2.982
2004-08-09,Milk/Butter/Dried Milk Prod,7,zscore,1,2.975
2007-06-18,Cosmetics,7,zscore,1,2.964
2004-08-02,Nuts/Edible Seed,7,zscore,1,2.964
2009-06-08,Soft Drink/Water,10,zscore,1,2.962
2004-03-15,Fishery/Seafood Prod,8,zscore,1,2.958
2004-06-21,Bakery Prod/Dough/Mix/Icing,9,zscore,1,2.957
2005-01-03,"Meat, Meat Products and Poultry",5,zscore,1,2.948
2004-05-17,Vit/Min/Prot/Unconv Diet(Human/Animal),28,zscore,1,2.937
2010-10-25,Bakery Prod/Dough/Mix/Icing,8,zscore,1,2.933
2005-06-27,Bakery Prod/Dough/Mix/Icing,7,zscore,1,2.932
2012-09-03,Fruit/Fruit Prod,7,zscore,1,2.93
2007-02-05,Baby Food Prod,6,zscore,1,2.911
2011-06-13,Soft Drink/Water,6,zscore,1,2.911
2016-07-25,Fishery/Seafood Prod,6,zscore,1,2.911
2010-10-25,Nuts/Edible Seed,15,zscore,1,2.904
2006-10-30,Cosmetics,6,zscore,1,2.89
2004-08-02,Vegetable Oils,3,zscore,1,2.887
2006-05-29,Cosmetics,10,zscore,1,2.884
2009-02-23,Ice Cream Prod,8,zscore,1,2.88
2008-01-07,Ice Cream Prod,3,zscore,1,2.872
2006-07-17,Choc/Cocoa Prod,3,zscore,1,2.872
2012-06-11,Egg/Egg Prod,3,zscore,1,2.872
2004-08-02,Cereal Prep/Breakfast Food,4,zscore,1,2.869
2006-09-11,Fruit/Fruit Prod,10,zscore,1,2.858
2016-02-08,Fruit/Fruit Prod,5,zscore,1,2.855
2005-11-07,Milk/Butter/Dried Milk Prod,5,zscore,1,2.855
2009-06-08,Milk/Butter/Dried Milk Prod,5,zscore,1,2.845
2016-08-22,Milk/Butter/Dried Milk Prod,5,zscore,1,2.845
2009-05-04,Candy W/O Choc/Special/Chew Gum,5,zscore,1,2.845
2007-09-17,Prep Salad Prod,5,zscore,1,2.845
2017-03-06,Dietary Conv Food/Meal Replacements,8,zscore,1,2.844
2006-12-18,Vit/Min/Prot/Unconv Diet(Human/Animal),22,zscore,1,2.837
2012-03-12,Milk/Butter/Dried Milk Prod,8,zscore,1,2.815
2007-05-21,Candy W/O Choc/Special/Chew Gum,3,zscore,1,2.815
2009-12-14,Cheese/Cheese Prod,3,zscore,1,2.815
2014-09-01,Cheese/Cheese Prod,3,zscore,1,2.815
2014-09-15,Cheese/Cheese Prod,3,zscore,1,2.815
2009-01-26,Dietary Conv Food/Meal Replacements,3,zscore,1,2.815
2013-12-02,Macaroni/Noodle Prod,3,zscore,1,2.815
2006-02-20,Soup,3,zscore,1,2.815
2008-03-31,Soup,3,zscore,1,2.815
