week,industry,report_count,methods,n_methods,severity_score
2015-06-01,Cosmetics,15,isolation_forest,1,0.013
2012-06-25,Fruit/Fruit Prod,3,isolation_forest,1,0.013
2015-06-01,Fruit/Fruit Prod,5,isolation_forest,1,0.013
2012-06-25,Ice Cream Prod,1,isolation_forest,1,0.013
2012-06-25,Milk/Butter/Dried Milk Prod,2,isolation_forest,1,0.013
2015-06-01,Milk/Butter/Dried Milk Prod,2,isolation_forest,1,0.013
2012-06-25,Snack Food Item,1,isolation_forest,1,0.013
2012-06-25,Soft Drink/Water,2,isolation_forest,1,0.013
2015-06-01,Soft Drink/Water,3,isolation_forest,1,0.013
2012-06-25,Vit/Min/Prot/Unconv Diet(Human/Animal),96,isolation_forest,1,0.013
2015-06-01,Vit/Min/Prot/Unconv Diet(Human/Animal),207,isolation_forest,1,0.013
2012-06-25,Cereal Prep/Breakfast Food,1,isolation_forest,1,0.013
2015-06-01,Cereal Prep/Breakfast Food,2,isolation_forest,1,0.013
2012-06-25,Cheese/Cheese Prod,1,isolation_forest,1,0.013
2015-06-01,Cheese/Cheese Prod,1,isolation_forest,1,0.013
2015-06-01,Coffee/Tea,3,isolation_forest,1,0.013
2012-06-25,Dietary Conv Food/Meal Replacements,3,isolation_forest,1,0.013
2012-06-25,Fishery/Seafood Prod,2,isolation_forest,1,0.013
2015-06-01,Fishery/Seafood Prod,1,isolation_forest,1,0.013
2015-06-01,Macaroni/Noodle Prod,2,isolation_forest,1,0.013
2015-06-01,Nuts/Edible Seed,2,isolation_forest,1,0.013
2015-06-01,Egg/Egg Prod,1,isolation_forest,1,0.013
2015-06-01,"Spices, Flavors And Salts",1,isolation_forest,1,0.013
2015-06-01,Filled Milk/Imit Milk Prod,1,isolation_forest,1,0.013
2015-06-01,Food Sweeteners (Nutritive),1,isolation_forest,1,0.013
2012-06-25,Beverage Bases/Conc/Nectar,1,isolation_forest,1,0.013
2009-08-17,Baby Food Prod,2,isolation_forest,1,0.012
2010-11-01,Bakery Prod/Dough/Mix/Icing,3,isolation_forest,1,0.012
2009-08-17,Cosmetics,6,isolation_forest,1,0.012
2010-11-01,Cosmetics,6,isolation_forest,1,0.012
2010-11-01,Fruit/Fruit Prod,1,isolation_forest,1,0.012
2009-08-17,Ice Cream Prod,6,isolation_forest,1,0.012
2010-11-01,Ice Cream Prod,1,isolation_forest,1,0.012
2009-08-17,Milk/Butter/Dried Milk Prod,4,isolation_forest,1,0.012
2010-11-01,Milk/Butter/Dried Milk Prod,4,isolation_forest,1,0.012
2009-08-17,Snack Food Item,1,isolation_forest,1,0.012
2009-08-17,Soft Drink/Water,5,isolation_forest,1,0.012
2010-11-01,Soft Drink/Water,7,isolation_forest,1,0.012
2009-08-17,Vit/Min/Prot/Unconv Diet(Human/Animal),76,isolation_forest,1,0.012
2010-11-01,Vit/Min/Prot/Unconv Diet(Human/Animal),77,isolation_forest,1,0.012
2009-08-17,Candy W/O Choc/Special/Chew Gum,2,isolation_forest,1,0.012
2009-08-17,Cereal Prep/Breakfast Food,11,isolation_forest,1,0.012
2010-11-01,Cereal Prep/Breakfast Food,2,isolation_forest,1,0.012
2009-08-17,Cheese/Cheese Prod,1,isolation_forest,1,0.012
2009-08-17,Choc/Cocoa Prod,5,isolation_forest,1,0.012
2009-08-17,Coffee/Tea,3,isolation_forest,1,0.012
2010-11-01,Coffee/Tea,2,isolation_forest,1,0.012
2010-11-01,Dietary Conv Food/Meal Replacements,2,isolation_forest,1,0.012
2010-11-01,Dressing/Condiment,1,isolation_forest,1,0.012
2009-08-17,Fishery/Seafood Prod,7,isolation_forest,1,0.012
2009-08-17,Gelatin/Rennet/Pudding Mix/Pie Filling,1,isolation_forest,1,0.012
2009-08-17,Macaroni/Noodle Prod,1,isolation_forest,1,0.012
2010-11-01,Mult Food Dinner/Grav/Sauce/Special,2,isolation_forest,1,0.012
2009-08-17,Nuts/Edible Seed,3,isolation_forest,1,0.012
2009-08-17,Vegetables/Vegetable Products,2,isolation_forest,1,0.012
2010-11-01,Vegetables/Vegetable Products,5,isolation_forest,1,0.012
2009-08-17,"Spices, Flavors And Salts",1,isolation_forest,1,0.012
2009-08-17,Soup,2,isolation_forest,1,0.012
2010-11-01,Soup,1,isolation_forest,1,0.012
2009-03-02,Baby Food Prod,1,isolation_forest,1,0.011
2009-03-02,Cosmetics,5,isolation_forest,1,0.011
2009-03-02,Fruit/Fruit Prod,5,isolation_forest,1,0.011
2009-03-02,Ice Cream Prod,5,isolation_forest,1,0.011
2009-03-02,Milk/Butter/Dried Milk Prod,2,isolation_forest,1,0.011
2009-03-02,Snack Food Item,3,isolation_forest,1,0.011
2009-03-02,Soft Drink/Water,5,isolation_forest,1,0.011
2009-03-02,Vit/Min/Prot/Unconv Diet(Human/Animal),32,isolation_forest,1,0.011
2009-03-02,Cereal Prep/Breakfast Food,3,isolation_forest,1,0.011
2009-03-02,Dietary Conv Food/Meal Replacements,2,isolation_forest,1,0.011
2009-03-02,Mult Food Dinner/Grav/Sauce/Special,3,isolation_forest,1,0.011
2009-03-02,Nuts/Edible Seed,21,isolation_forest,1,0.011
2009-03-02,Egg/Egg Prod,1,isolation_forest,1,0.011
2009-03-02,"Meat, Meat Products and Poultry",1,isolation_forest,1,0.011
2009-03-02,Prep Salad Prod,2,isolation_forest,1,0.011
2009-03-02,"Spices, Flavors And Salts",1,isolation_forest,1,0.011
2009-03-02,Vegetable Oils,1,isolation_forest,1,0.011
2009-03-02,Soup,2,isolation_forest,1,0.011
2009-03-02,Food Sweeteners (Nutritive),1,isolation_forest,1,0.011
2011-02-07,Bakery Prod/Dough/Mix/Icing,3,isolation_forest,1,0.01
2011-02-07,Cosmetics,7,isolation_forest,1,0.01
2011-02-07,Fruit/Fruit Prod,8,isolation_forest,1,0.01
2011-02-07,Milk/Butter/Dried Milk Prod,3,isolation_forest,1,0.01
2011-02-07,Soft Drink/Water,2,isolation_forest,1,0.01
2011-02-07,Candy W/O Choc/Special/Chew Gum,2,isolation_forest,1,0.01
2011-02-07,Cereal Prep/Breakfast Food,1,isolation_forest,1,0.01
2011-02-07,Choc/Cocoa Prod,3,isolation_forest,1,0.01
2011-02-07,Dietary Conv Food/Meal Replacements,1,isolation_forest,1,0.01
2011-02-07,Fishery/Seafood Prod,3,isolation_forest,1,0.01
2011-02-07,Food Additives (Human Use),1,isolation_forest,1,0.01
2011-02-07,Nuts/Edible Seed,19,isolation_forest,1,0.01
2011-02-07,Egg/Egg Prod,2,isolation_forest,1,0.01
2011-02-07,"Meat, Meat Products and Poultry",3,isolation_forest,1,0.01
2011-02-07,Soup,2,isolation_forest,1,0.01
2011-02-07,Filled Milk/Imit Milk Prod,1,isolation_forest,1,0.01
2011-02-07,Beverage Bases/Conc/Nectar,2,isolation_forest,1,0.01
2004-04-12,Bakery Prod/Dough/Mix/Icing,4,isolation_forest,1,0.009
2015-04-27,Bakery Prod/Dough/Mix/Icing,1,isolation_forest,1,0.009
2004-04-12,Cosmetics,2,isolation_forest,1,0.009
2004-04-12,Fruit/Fruit Prod,3,isolation_forest,1,0.009
2015-04-27,Fruit/Fruit Prod,2,isolation_forest,1,0.009
2004-04-12,Ice Cream Prod,1,isolation_forest,1,0.009
2004-04-12,Milk/Butter/Dried Milk Prod,1,isolation_forest,1,0.009
2015-04-27,Milk/Butter/Dried Milk Prod,4,isolation_forest,1,0.009
2004-04-12,Snack Food Item,2,isolation_forest,1,0.009
2015-04-27,Snack Food Item,2,isolation_forest,1,0.009
2004-04-12,Soft Drink/Water,8,isolation_forest,1,0.009
2015-04-27,Soft Drink/Water,6,isolation_forest,1,0.009
2004-04-12,Vit/Min/Prot/Unconv Diet(Human/Animal),13,isolation_forest,1,0.009
2015-04-27,Vit/Min/Prot/Unconv Diet(Human/Animal),168,isolation_forest,1,0.009
2004-04-12,Cereal Prep/Breakfast Food,1,isolation_forest,1,0.009
2015-04-27,Cheese/Cheese Prod,1,isolation_forest,1,0.009
2004-04-12,Dietary Conv Food/Meal Replacements,1,isolation_forest,1,0.009
2015-04-27,Dietary Conv Food/Meal Replacements,5,isolation_forest,1,0.009
2004-04-12,Fishery/Seafood Prod,1,isolation_forest,1,0.009
2015-04-27,Fishery/Seafood Prod,5,isolation_forest,1,0.009
2004-04-12,Food Additives (Human Use),1,isolation_forest,1,0.009
2004-04-12,Macaroni/Noodle Prod,1,isolation_forest,1,0.009
2004-04-12,Nuts/Edible Seed,2,isolation_forest,1,0.009
2015-04-27,Nuts/Edible Seed,3,isolation_forest,1,0.009
2004-04-12,Vegetables/Vegetable Products,1,isolation_forest,1,0.009
2015-04-27,Vegetables/Vegetable Products,4,isolation_forest,1,0.009
2004-04-12,"Spices, Flavors And Salts",1,isolation_forest,1,0.009
2015-04-27,"Spices, Flavors And Salts",1,isolation_forest,1,0.009
2015-04-27,Soup,1,isolation_forest,1,0.009
2015-04-27,Food Sweeteners (Nutritive),1,isolation_forest,1,0.009
2004-04-12,Food Service/Conveyance,2,isolation_forest,1,0.009
2004-05-10,Bakery Prod/Dough/Mix/Icing,5,isolation_forest,1,0.008
2004-05-10,Cosmetics,7,isolation_forest,1,0.008
2004-05-10,Fruit/Fruit Prod,3,isolation_forest,1,0.008
2004-05-10,Ice Cream Prod,2,isolation_forest,1,0.008
2004-05-10,Snack Food Item,1,isolation_forest,1,0.008
2004-05-10,Soft Drink/Water,3,isolation_forest,1,0.008
2004-05-10,Vit/Min/Prot/Unconv Diet(Human/Animal),10,isolation_forest,1,0.008
2004-05-10,Candy W/O Choc/Special/Chew Gum,4,isolation_forest,1,0.008
2004-05-10,Cereal Prep/Breakfast Food,2,isolation_forest,1,0.008
2004-05-10,Choc/Cocoa Prod,1,isolation_forest,1,0.008
2004-05-10,Coffee/Tea,2,isolation_forest,1,0.008
2004-05-10,Dressing/Condiment,1,isolation_forest,1,0.008
2004-05-10,Fishery/Seafood Prod,3,isolation_forest,1,0.008
2004-05-10,Mult Food Dinner/Grav/Sauce/Special,2,isolation_forest,1,0.008
2004-05-10,Nuts/Edible Seed,1,isolation_forest,1,0.008
2004-05-10,Vegetables/Vegetable Products,3,isolation_forest,1,0.008
2004-05-10,Egg/Egg Prod,1,isolation_forest,1,0.008
2004-05-10,"Meat, Meat Products and Poultry",1,isolation_forest,1,0.008
2004-05-10,Soup,1,isolation_forest,1,0.008
2004-05-10,Filled Milk/Imit Milk Prod,2,isolation_forest,1,0.008
2004-05-10,Miscellaneous Food Related Items,2,isolation_forest,1,0.008
2011-10-24,Baby Food Prod,1,isolation_forest,1,0.006
2004-01-05,Bakery Prod/Dough/Mix/Icing,4,isolation_forest,1,0.006
2004-03-08,Bakery Prod/Dough/Mix/Icing,2,isolation_forest,1,0.006
2011-10-24,Bakery Prod/Dough/Mix/Icing,3,isolation_forest,1,0.006
2004-01-05,Cosmetics,5,isolation_forest,1,0.006
2004-03-08,Cosmetics,9,isolation_forest,1,0.006
2011-10-24,Cosmetics,4,isolation_forest,1,0.006
2004-01-05,Fruit/Fruit Prod,6,isolation_forest,1,0.006
2004-03-08,Fruit/Fruit Prod,3,isolation_forest,1,0.006
2004-01-05,Ice Cream Prod,2,isolation_forest,1,0.006
2004-03-08,Ice Cream Prod,1,isolation_forest,1,0.006
2011-10-24,Ice Cream Prod,2,isolation_forest,1,0.006
2004-03-08,Milk/Butter/Dried Milk Prod,2,isolation_forest,1,0.006
2004-01-05,Snack Food Item,3,isolation_forest,1,0.006
2011-10-24,Snack Food Item,3,isolation_forest,1,0.006
2004-01-05,Soft Drink/Water,12,isolation_forest,1,0.006
2004-03-08,Soft Drink/Water,5,isolation_forest,1,0.006
2011-10-24,Soft Drink/Water,4,isolation_forest,1,0.006
2004-01-05,Vit/Min/Prot/Unconv Diet(Human/Animal),20,isolation_forest,1,0.006
2004-03-08,Vit/Min/Prot/Unconv Diet(Human/Animal),14,isolation_forest,1,0.006
2011-10-24,Vit/Min/Prot/Unconv Diet(Human/Animal),54,isolation_forest,1,0.006
2004-01-05,Candy W/O Choc/Special/Chew Gum,2,isolation_forest,1,0.006
2004-01-05,Cereal Prep/Breakfast Food,3,isolation_forest,1,0.006
2004-03-08,Cereal Prep/Breakfast Food,4,isolation_forest,1,0.006
2011-10-24,Cereal Prep/Breakfast Food,1,isolation_forest,1,0.006
2004-01-05,Cheese/Cheese Prod,1,isolation_forest,1,0.006
2004-01-05,Choc/Cocoa Prod,5,isolation_forest,1,0.006
2004-03-08,Choc/Cocoa Prod,1,isolation_forest,1,0.006
2004-01-05,Coffee/Tea,4,isolation_forest,1,0.006
2011-10-24,Coffee/Tea,1,isolation_forest,1,0.006
2004-01-05,Dietary Conv Food/Meal Replacements,1,isolation_forest,1,0.006
2011-10-24,Dietary Conv Food/Meal Replacements,4,isolation_forest,1,0.006
2004-01-05,Dressing/Condiment,1,isolation_forest,1,0.006
2004-01-05,Fishery/Seafood Prod,1,isolation_forest,1,0.006
2011-10-24,Fishery/Seafood Prod,3,isolation_forest,1,0.006
2004-01-05,Food Additives (Human Use),2,isolation_forest,1,0.006
2004-01-05,Gelatin/Rennet/Pudding Mix/Pie Filling,4,isolation_forest,1,0.006
2011-10-24,Gelatin/Rennet/Pudding Mix/Pie Filling,1,isolation_forest,1,0.006
2004-01-05,Macaroni/Noodle Prod,1,isolation_forest,1,0.006
2004-03-08,Macaroni/Noodle Prod,1,isolation_forest,1,0.006
2011-10-24,Macaroni/Noodle Prod,3,isolation_forest,1,0.006
2004-01-05,Mult Food Dinner/Grav/Sauce/Special,4,isolation_forest,1,0.006
2004-03-08,Mult Food Dinner/Grav/Sauce/Special,3,isolation_forest,1,0.006
2011-10-24,Mult Food Dinner/Grav/Sauce/Special,1,isolation_forest,1,0.006
2004-01-05,Nuts/Edible Seed,2,isolation_forest,1,0.006
2011-10-24,Nuts/Edible Seed,3,isolation_forest,1,0.006
2004-01-05,Vegetables/Vegetable Products,5,isolation_forest,1,0.006
2004-03-08,Vegetables/Vegetable Products,2,isolation_forest,1,0.006
2011-10-24,Vegetables/Vegetable Products,5,isolation_forest,1,0.006
2004-03-08,Egg/Egg Prod,2,isolation_forest,1,0.006
2011-10-24,"Meat, Meat Products and Poultry",1,isolation_forest,1,0.006
2004-03-08,Prep Salad Prod,1,isolation_forest,1,0.006
2011-10-24,Prep Salad Prod,1,isolation_forest,1,0.006
2011-10-24,Whole Grain/Milled Grain Prod/Starch,1,isolation_forest,1,0.006
2004-03-08,Soup,1,isolation_forest,1,0.006
2011-10-24,Soup,1,isolation_forest,1,0.006
2011-10-24,Filled Milk/Imit Milk Prod,1,isolation_forest,1,0.006
2004-03-08,Alcoholic Beverage,1,isolation_forest,1,0.006
2011-10-24,Alcoholic Beverage,1,isolation_forest,1,0.006
2004-03-08,Beverage Bases/Conc/Nectar,2,isolation_forest,1,0.006
2004-03-08,Food Service/Conveyance,1,isolation_forest,1,0.006
2004-03-08,Miscellaneous Food Related Items,1,isolation_forest,1,0.006
2016-08-08,Baby Food Prod,3,isolation_forest,1,0.005
2016-08-08,Bakery Prod/Dough/Mix/Icing,2,isolation_forest,1,0.005
2016-08-08,Fruit/Fruit Prod,6,isolation_forest,1,0.005
2016-08-08,Ice Cream Prod,2,isolation_forest,1,0.005
2016-08-08,Milk/Butter/Dried Milk Prod,1,isolation_forest,1,0.005
2016-08-08,Snack Food Item,2,isolation_forest,1,0.005
2016-08-08,Soft Drink/Water,5,isolation_forest,1,0.005
2016-08-08,Candy W/O Choc/Special/Chew Gum,1,isolation_forest,1,0.005
2016-08-08,Cheese/Cheese Prod,1,isolation_forest,1,0.005
2016-08-08,Choc/Cocoa Prod,1,isolation_forest,1,0.005
2016-08-08,Coffee/Tea,2,isolation_forest,1,0.005
2016-08-08,Dietary Conv Food/Meal Replacements,9,isolation_forest,1,0.005
2016-08-08,Fishery/Seafood Prod,5,isolation_forest,1,0.005
2016-08-08,Food Additives (Human Use),1,isolation_forest,1,0.005
2016-08-08,Gelatin/Rennet/Pudding Mix/Pie Filling,1,isolation_forest,1,0.005
2016-08-08,Mult Food Dinner/Grav/Sauce/Special,1,isolation_forest,1,0.005
2016-08-08,Nuts/Edible Seed,3,isolation_forest,1,0.005
2016-08-08,Vegetables/Vegetable Products,4,isolation_forest,1,0.005
2016-08-08,Egg/Egg Prod,1,isolation_forest,1,0.005
2016-08-08,Prep Salad Prod,1,isolation_forest,1,0.005
2016-08-08,"Spices, Flavors And Salts",3,isolation_forest,1,0.005
2016-08-08,Vegetable Oils,1,isolation_forest,1,0.005
2016-08-08,Whole Grain/Milled Grain Prod/Starch,2,isolation_forest,1,0.005
2016-08-08,Filled Milk/Imit Milk Prod,1,isolation_forest,1,0.005
2012-12-10,Baby Food Prod,2,isolation_forest,1,0.004
2012-12-10,Bakery Prod/Dough/Mix/Icing,5,isolation_forest,1,0.004
2012-12-10,Cosmetics,11,isolation_forest,1,0.004
2012-12-10,Fruit/Fruit Prod,6,isolation_forest,1,0.004
2012-12-10,Soft Drink/Water,4,isolation_forest,1,0.004
2012-12-10,Vit/Min/Prot/Unconv Diet(Human/Animal),91,isolation_forest,1,0.004
2012-12-10,Candy W/O Choc/Special/Chew Gum,3,isolation_forest,1,0.004
2012-12-10,Choc/Cocoa Prod,5,isolation_forest,1,0.004
2012-12-10,Dietary Conv Food/Meal Replacements,1,isolation_forest,1,0.004
2012-12-10,Dressing/Condiment,1,isolation_forest,1,0.004
2012-12-10,Fishery/Seafood Prod,1,isolation_forest,1,0.004
2012-12-10,Nuts/Edible Seed,3,isolation_forest,1,0.004
2012-12-10,Vegetables/Vegetable Products,2,isolation_forest,1,0.004
2012-12-10,Whole Grain/Milled Grain Prod/Starch,1,isolation_forest,1,0.004
2012-12-10,Filled Milk/Imit Milk Prod,1,isolation_forest,1,0.004
2012-12-10,Food Sweeteners (Nutritive),1,isolation_forest,1,0.004
2012-12-10,Alcoholic Beverage,1,isolation_forest,1,0.004
2012-12-10,Beverage Bases/Conc/Nectar,1,isolation_forest,1,0.004
2009-10-05,Baby Food Prod,4,isolation_forest,1,0.003
2017-02-20,Bakery Prod/Dough/Mix/Icing,4,isolation_forest,1,0.003
2009-10-05,Cosmetics,8,isolation_forest,1,0.003
2009-10-05,Fruit/Fruit Prod,8,isolation_forest,1,0.003
2017-02-20,Fruit/Fruit Prod,2,isolation_forest,1,0.003
2009-10-05,Ice Cream Prod,4,isolation_forest,1,0.003
2017-02-20,Ice Cream Prod,1,isolation_forest,1,0.003
2009-10-05,Milk/Butter/Dried Milk Prod,1,isolation_forest,1,0.003
2009-10-05,Snack Food Item,4,isolation_forest,1,0.003
2017-02-20,Snack Food Item,1,isolation_forest,1,0.003
2009-10-05,Soft Drink/Water,1,isolation_forest,1,0.003
2017-02-20,Soft Drink/Water,3,isolation_forest,1,0.003
2009-10-05,Vit/Min/Prot/Unconv Diet(Human/Animal),32,isolation_forest,1,0.003
2009-10-05,Candy W/O Choc/Special/Chew Gum,2,isolation_forest,1,0.003
2017-02-20,Candy W/O Choc/Special/Chew Gum,1,isolation_forest,1,0.003
2009-10-05,Cereal Prep/Breakfast Food,6,isolation_forest,1,0.003
2017-02-20,Cereal Prep/Breakfast Food,1,isolation_forest,1,0.003
2009-10-05,Choc/Cocoa Prod,5,isolation_forest,1,0.003
2009-10-05,Coffee/Tea,3,isolation_forest,1,0.003
2017-02-20,Coffee/Tea,4,isolation_forest,1,0.003
2009-10-05,Dietary Conv Food/Meal Replacements,3,isolation_forest,1,0.003
2009-10-05,Dressing/Condiment,1,isolation_forest,1,0.003
2017-02-20,Dressing/Condiment,1,isolation_forest,1,0.003
2009-10-05,Fishery/Seafood Prod,15,isolation_forest,1,0.003
2017-02-20,Fishery/Seafood Prod,3,isolation_forest,1,0.003
2017-02-20,Food Additives (Human Use),1,isolation_forest,1,0.003
2009-10-05,Gelatin/Rennet/Pudding Mix/Pie Filling,1,isolation_forest,1,0.003
2017-02-20,Macaroni/Noodle Prod,1,isolation_forest,1,0.003
2009-10-05,Mult Food Dinner/Grav/Sauce/Special,5,isolation_forest,1,0.003
2017-02-20,Mult Food Dinner/Grav/Sauce/Special,4,isolation_forest,1,0.003
2017-02-20,Nuts/Edible Seed,1,isolation_forest,1,0.003
2009-10-05,Vegetables/Vegetable Products,7,isolation_forest,1,0.003
2017-02-20,Egg/Egg Prod,1,isolation_forest,1,0.003
2017-02-20,"Meat, Meat Products and Poultry",1,isolation_forest,1,0.003
2017-02-20,Prep Salad Prod,1,isolation_forest,1,0.003
2017-02-20,"Spices, Flavors And Salts",1,isolation_forest,1,0.003
2009-10-05,Whole Grain/Milled Grain Prod/Starch,2,isolation_forest,1,0.003
2009-10-05,Soup,1,isolation_forest,1,0.003
2017-02-20,Soup,1,isolation_forest,1,0.003
2009-10-05,Filled Milk/Imit Milk Prod,1,isolation_forest,1,0.003
2017-02-20,Filled Milk/Imit Milk Prod,1,isolation_forest,1,0.003
2017-02-20,Food Sweeteners (Nutritive),1,isolation_forest,1,0.003
2007-12-10,Bakery Prod/Dough/Mix/Icing,3,isolation_forest,1,0.0
2007-12-10,Cosmetics,9,isolation_forest,1,0.0
2007-12-10,Fruit/Fruit Prod,5,isolation_forest,1,0.0
2007-12-10,Ice Cream Prod,2,isolation_forest,1,0.0
2007-12-10,Milk/Butter/Dried Milk Prod,3,isolation_forest,1,0.0
2007-12-10,Soft Drink/Water,2,isolation_forest,1,0.0
2007-12-10,Vit/Min/Prot/Unconv Diet(Human/Animal),11,isolation_forest,1,0.0
2007-12-10,Candy W/O Choc/Special/Chew Gum,1,isolation_forest,1,0.0
2007-12-10,Cereal Prep/Breakfast Food,1,isolation_forest,1,0.0
2007-12-10,Choc/Cocoa Prod,2,isolation_forest,1,0.0
2007-12-10,Dressing/Condiment,4,isolation_forest,1,0.0
2007-12-10,Fishery/Seafood Prod,5,isolation_forest,1,0.0
2007-12-10,Vegetables/Vegetable Products,4,isolation_forest,1,0.0
2007-12-10,"Meat, Meat Products and Poultry",1,isolation_forest,1,0.0
2007-12-10,Prep Salad Prod,1,isolation_forest,1,0.0
2007-12-10,Whole Grain/Milled Grain Prod/Starch,1,isolation_forest,1,0.0
